Time,Label,0,y
-0.3,226,2.3966013640568806,1
-0.3,667,-5.436136780792518,1
-0.3,798,3.6888745652633097,1
-0.3,1191,-11.579530854596278,1
-0.3,1455,4.098538007668809,1
-0.3,1580,-11.212187529282566,1
-0.3,1705,-7.553364078756658,1
-0.3,2247,-6.843058172185339,1
-0.3,3019,-0.30740773205594185,1
-0.3,3164,-0.18884047200984772,1
-0.3,3341,-0.9124727847118351,1
-0.3,3656,0.19871174497850028,1
-0.3,4742,2.250797286229812,1
-0.3,4828,-6.759428947845398,1
-0.3,5245,3.8613756992522497,1
-0.3,5326,-6.460455301416023,1
-0.3,5514,-1.9711883734241826,1
-0.3,5786,2.143736409258722,1
-0.3,5942,-2.097645455677183,1
-0.3,6318,-3.32280778331207,1
-0.3,6428,4.037236812186794,1
-0.3,6645,0.14312761879165567,1
-0.3,7368,-0.34528954935423095,1
-0.3,7640,-2.46227701335883,1
-0.3,7743,2.4953949132597324,1
-0.3,9136,0.6537791261993313,1
-0.3,11857,0.1430175608782055,1
-0.3,13129,0.16474689876338555,1
-0.3,15118,-0.3456120000191911,1
-0.3,15337,1.4835549300946773,1
-0.3,17045,-69.82116152015362,1
-0.3,17332,25.339410547772,1
-0.3,17666,-7.21182540654478,1
-0.3,17850,-0.6487635217819497,1
-0.3,18058,-4.4752962851999065,1
-0.3,18282,6.28778003834097,1
-0.3,18437,-0.40710470390718834,1
-0.3,18770,-2.831490789770348,1
-0.3,19409,-4.829642801267736,1
-0.3,19967,38.85167335721868,1
-0.3,20404,199.9580581970927,1
-0.3,20811,441.96541560457575,1
-0.3,21034,-189.0144968489096,1
-0.3,21112,-38.440167859162386,1
-0.3,21335,28.086691432775392,1
-0.3,21528,-33.53162326604478,1
-0.3,21698,22.446413590754286,1
-0.3,21876,-18.22144454296949,1
-0.3,22031,2.1669552168039643,1
-0.3,22180,-0.6095839886090066,1
-0.3,22366,-3.226157742960559,1
-0.3,23049,-7.0048657747103835,1
-0.3,23180,-24.762080880341962,1
-0.3,23380,27.90337310813709,1
-0.3,23865,185.86580753460865,1
-0.3,24738,-9.6383464447063,1
-0.3,24845,1.3535150359847283,1
-0.3,25036,4.966607737836385,1
-0.3,25423,9.090953107939054,1
-0.3,25661,4.848391983560961,1
-0.3,25938,21.715479627337302,1
-0.3,26527,13.989747146101427,1
-0.3,26824,-2.343496058093649,1
-0.3,26992,-8.21406642954529,1
-0.3,27103,6.895629144935322,1
-0.3,27217,-4.484635330739444,1
-0.3,27368,-0.017779407443710697,1
-0.3,27494,-17.903661666642172,1
-0.3,27634,-9.61754135307235,1
-0.3,27878,14.740324545971434,1
-0.3,28079,-6.685255586610216,1
-0.3,28438,-8.422062812572616,1
-0.2959770114942529,226,2.4174257752135055,1
-0.2959770114942529,667,-5.368962137003415,1
-0.2959770114942529,798,2.5636246264762814,1
-0.2959770114942529,1191,-11.631427564695214,1
-0.2959770114942529,1455,4.118836224252904,1
